ID,GD1,GD2,GD3,GD4,GR1,GR2,GR3,GR4
R_AmoyiPbQNfqGB0d,"Liberal ","Young ","Upper-class ","Female","Selfish","Anti-Immigration","Racist","Religious"
R_77cyiVZewie7dwp,"Poor","Ignorant","People who hate religion","People who want free stuff","Conservative","Mean-spirited","Religious","Racist"
R_1FCv44PatHeOsUx,"Smart","Open-minded","Progressive","Naive","Conservatives","Christian","Business","White"
R_Tq3gidT3XsS08Fz,"Young","female","liberal","Democrat","Racist","Homophobic ","Stupid ","Rich"
R_6XMcpbGtpzjWKJn,"Environmentalist","Liberal","Progressive","Democratic","Fiscally Conservative","Patriotic","Traditional","Christian"
R_2wGZbk47lK1gW3S,"Pro-choice","Liberal","Pessimistic","The young","Conservative ","White ","Male ","Old"
R_3mavRQC4IKfSALf,"Liberal","Liberal","Liberal","Liberal","Religious","Right-wing","Conservative","Conservative Christians"
R_2xKSqno43seHYyO,"Young people","Liberals","Women","Poor people","Religious ","Conservative ","White ","Older"
R_3Pu88557rZT7LNv,"The opposite of racist i","The opposite of bigot i","The opposite of homophobe i","The opposite of sexist i","Proud prideful","Patriotic","Traditional","Nationalistic"
R_1igsB6pyRnhDtFV,"Open-minded","Caring","Liberal","Young","Racist ","Homophobic ","Ignorant ","Selfish"
R_6AnvNvGj3lWPEpv,"Liberal","Educated","Intellectual","Young","People who vote Republican are unintelligent and uninformed","People who vote Republican are uneducated and ignorant","People who vote Republican are fat","People who vote Republican are white"
R_290J7ZU9GxPZ6fr,"Poorly-educated","Liberal","Mindless","Government-dependent","Religious","Conservative","White","Middle-aged"
R_2y7s0ZyCaXTfIu1,"Educated","Open-minded","Liberal","Progressive","Religious","Old","White","Male"
R_1OqOifN0ykyKT8h,"Anti-Republican","Pro-Social Programs","Liberal","Center-Left","Christian ","Conservative ","Wealthy ","White"
R_2rGFSnA0v1Woo0k,"Liberal","Poor","Minority","Young","Religious","Conservative","White","Racist"
R_etis4xk5A4asvSB,"Progressive","Liberal","Egalitarian","Empathy","White","Conservative","Christian","Wealthy"
R_3oLctTlNLXC8fWE,"Liberal","Idealistic","Utopian","Compassionate","White","Conservative","Christian","Old"
R_9S6uGxojxzsid2B,"Liberal","Poor","Young","Female","Religious ","Conservative ","White ","Rich"
R_2bTUYMnNPTF69WO,"Liberal ","Progressive ","Benefactor ","Philanthropist","Disgusting","Polluting","Cruel","Violent"
R_08ouQEb81BCY4dv,"Liberal","Democrat","Hispanic","Male","Ignorant","Racist","Misogynist","Homophobic"
R_afQXqIYtUMWV8wZ,"Liberal Socially Liberal ","Uneducated ","Poor Lack of money ","Stupid Lack of intelligence","Cruel","Sexist","Bigoted","Ignorant"
R_9LyKlP1Mm5ekY9j,"Openly hostile to conservative values","Openly hostile to conservative candidates","Unquestionably biased towards liberal candidates","Unquestionably biased towards liberal values","Fearful ","Ignorant ","Intolerant ","Homophobic"
R_2wLBwlVaGPaYAZp,"Anti-establishment","Social Liberalism","Poor","Young","Religious","Old","White","Male"
R_8BA7rctBCweoRHn,"kind","compassionate","caring","giving and generous","Racist ","Bigot ","Homophobic ","Gun lover"
R_2Vgvfa1V9LOaxcP,"More liberal than me","Is not a Republican","More liberal than me","More liberal than me","Conservative","Religious","White","Middle class"
R_2WuwkmG97BWGFIZ,"Liberal","Politically correct","Smug","Anti-business","Older","White","Male","Middle-class"
R_8ljIlBFRVz9UZCt,"Open-minded ","Wealthy ","Liberal ","Male","People who like to see the world burn","The poor","People who like to cause trouble","Old"
R_6gR9bxR8sqrGpVz,"Poor minorities","","","","Conservative","Protestant","Traditional","Christian"
R_2yggGKzK604ABvl,"Liberal","Pro-choice","Liberal","Liberal","Conservative","Patriotic","Traditional","Pro-business"
R_ZDdGFIC3VACJGH7,"They want to control our lives","They want to control our money","They want to control our words","They want to control our thoughts","Nope. Not at all.","I have no idea.","Do I have to? I'm not here to speak out against my own party.","I'm not going to answer that. But I will say this: I don't agree with everything the Republicans do."
R_1OGMG0MkdusmrO6,"People who believe that the only way to solve a problem is by spending money in order to fix it","People who believe that all problems can be solved by providing a handout e","People who believe that the best way to help the poor is to provide them with a handout e","People who believe that the only way to care for the environment is to spend money in order to fix it","Religious ","Racist ","Rich and ","Stupid"
R_ZfU3dh7cwgXwRMJ,"Democrat","Democrat","Secret","Muslim","Sexist ","Racist ","Homophobic ","Gun-nuts"
R_3LjRyY6OR6tye0G,"Pro-choice with exceptions for rape","Pro-gay with exceptions for religious groups","Pro-immigration of the documented kind","Pro-environment","Lazy","Ignorant","Bigoted","Racist"
R_3h0i7XpFHy66xVf,"Liberal","People who are poor","People who think the world is too unfair","People who think that the government should fix problems","They believe that God has a plan for everyone","They believe that the United States should be involved in world affairs","They believe that government should only help those who help themselves","They believe that the United States should be strong in the world"
R_2aLvLKm9wyK7Fo8,"Liberal","Democrat","Social","Progressive","Christian","Conservative","Middle aged","White"
R_dcDiLB7IoNxU1hz,"Liberal","Democrat","Female","Middle aged My response is typical","Suburban","White","Older","Racists"
R_2aFWlyWQTtQC2nT,"Out-of-touch with the average American ","Elitist ","Liberal","","Religious","Conservative","White","Racist"
R_1dNtLDU9fRUx4g5,"Liberal","Uninformed","Politically Correct","Partisan","Respect for tradition","A strong military ","Pro-business ","Support for traditional marriage "
R_qwmzXS9P5OMUy4h,"Open-minded","Intelligent","Educated","Liberal","Republicans are racists","Republicans are close-minded","Republicans are conservatives","Republicans are self-serving"
R_2VKJi9TRKTMqdWy,"Anti-religious","Democratic","Liberal","Pro-abortion","Religious ","White ","Christian ","Straight"
R_aaWajAxzJLDWuPz,"Liberal","Intelligent","Independent","Fiscally Conservative","Conservative","Religious","White","Southern"
R_2Pj9LnPFvFYXTlY,"Liberal","Democrat","Socialistic","Racist","Conservative","Business-minded","Middle-aged","Religious"
R_9YV7piSIBe83OIt,"Rich","white","middle-aged women","","White, male, and racist","Crazy, stupid, and mean","Rich, greedy, and selfish","Republican  White"
R_3KDVMzOZ1BJymL8,"Pro-choice and pro-LGBT","Non-religious","Pro-immigration","Pro-choice","Selfish ","Racist ","Xenophobic ","Homophobic"
R_eS6yRwJK1PiKx5H,"Liberal","Intellectual","Socialist","Free","Moralistic ","Authoritarian ","Intolerant ","Angry"
R_3JaSjZLY9qKzGXC,"People who are for the working class","People who are for the people who are not in the working class","People who are for the people who are not in the working class","People who are for the working class","Religious ","Conservative ","Whites ","Older"
R_1EjjLYroxsR5qTp,"Liberal","Politically active ","Young ","Minorities","Old, white","rich, male","heterosexual","Christian"
R_8eqd7YYj4vH74u9,"Liberal","Female ","Young ","Poor","Rich ","White ","Old ","Christian"
R_5tCmA2W1eofvdlf,"Younger people","People who are more concerned about the environment","People who believe that the government should not help those in need","People who believe that the government should help those in need","God","White","Male","Wealthy"
R_1LOwrhrzvNzL9eW,"Educated ","Liberal ","Democrat ","Atheist","Business owners","White","Rich","Male"
R_3l7P9o0Hl0JrRwF,"Liberal","Young","Middle-Class","Male","Poor","Old","Racist","Religious"
R_6xGLAG7WhAmpPGB,"Liberal","","Young (I don't write down the second word)","","Rich","Religious","Old","White"
R_bQ0HVMkeUEUjsxv,"Anti-American","Welfare State","Socialist","Uneducated","Nationalistic","Anti-Civil Rights","Anti-Immigrant","Anti-Gay"
R_33DvYLz0Jvh7AjD,"Those who have a positive view of Obama ","Those who are not religious ","Those who are wealthy ","Those who are young","intolerant","greedy","bigots","closed-minded"
R_urHf5IGDBtXmGLD,"Poor","Ignorant","Clueless","Victims","Not Liberal","Not Liberal","Not Liberal","Not Liberal"
R_2fs3Z0KSSXgKcNC,"Liberal","Intelligent","Young","Educated","Racist ","Homophobic ","Sexist ","Intolerant"
R_3JtkJkGX8jPEN4V,"Not white","Not male","Not rich","Not straight","Racist ","Homophobe ","Religious fanatic ","Rich"
R_0ooqDSqghoGkUlL,"Un-American","Anti-Christian","Pro-Gay","Pro-Abortion","Poor","Religious","White","Southern"
R_9S25co9PKNj4WqJ,"Liberal ","Female ","Poor ","Young","Christian ","Conservative ","Anti-abortion ","White"
R_1QzLDD83c1haNSd,"Humanitarian I think I have always felt this way","Progressive I feel that the Democratic Party is more forward-looking than the Republican Party","Open-minded I am the kind of person who will listen to all sides of a discussion before forming an opinion","Compassionate I have always been concerned about the well-being of others","racist ","greedy ","ignorant ","homophobic"
R_3plNkuoFj2KZOfv,"Liberal","Female","Poor","Middle-aged","Religious ","White ","Christian ","Conservative"
R_ddwXogkswftGbYx,"Anti-military","Pro-abortion","Anti-Bush","Liberal","White","Conservative","Male","Rich"
R_0D7WkxunW1EhBt3,"Taxing the rich","Teaching evolution in the schools","More gun control","More environmental regulation","Christian ","Pro-Life ","Conservative ","Anti-Gay When I am asked to write down four words that typically describe people who support the Democratic Party"
R_3e4AbDobrbbLGfL,"Liberal","Politically correct","Racist","Hypocrisy","Conservative - because I believe that many government programs are wasteful and inefficient","Traditional - because I believe that morality and religious values play an important role in building strong communities","White - because I believe that every individual","Male - because I believe that women should not be treated differently by the law"
R_1ZlmykupVW8wJrT,"Liberals","Atheists","Elitist","Americans","Critical of the federal government ","Middle-class ","Religious Christian ","Socially conservative "
R_SCezjHWHAjMzEI1,"Accepting of my sexuality","Open-minded","Intelligent","Tolerant","Conservative","Old","White","Male"
R_11YgXCUQBOLxNUI,"Women","Minorities","Poor","Young","Christian","Conservative","White","Middle-aged"
R_3j88W6kl9AkihBW,"Liberal","Democrats","Republicans","Politics","Religious ","Old ","Racist ","Rich"
R_2tx1jUDWgw8UABL,"Conservative ","Liberal ","Male ","Educated","Conservative ","White ","Male ","Wealthy"
R_1JWKkXdm4NQDlrC,"Liberal people who support the Democratic Party are overwhelmingly liberal","Liberal people who support the Democratic Party are overwhelmingly liberal","Liberal people who support the Democratic Party are overwhelmingly liberal","Liberal people who support the Democratic Party are overwhelmingly liberal","Racist","Sexist","Homophobic","Xenophobic"
R_C8OVC9LkjJMDOvv,"They are on the wrong side of history the gay marriage issue","They are too easily offended they cannot laugh or joke about religion","They are intolerant of others they are quick to dismiss or condemn others who disagree with their point of view","They are simply not that smart their political platform is based upon redistribution of wealth and entitlement programs","Angry ","Racist ","Homophobic ","Xenophobic"
R_Tpd4ug4bhZnxmqB,"Progressive","Liberal","Women's rights","Education","Racist","Homophobic","Sexist","Anti-woman"
R_0TwIwxYSIbUFANL,"Uneducated","Liberal","Anti-Christian","Loser","Religious: Not really. I'm not religious at all. I'm an atheist.","Right-Wing: I consider myself left-wing.","Conservative: I'm really not conservative at all.","White: I'm mixed race, with a little bit of Native American ancestry."
R_3COsPJWnKIZEBs0,"Social Liberalism ","Anti-War ","Pro-Choice ","Pro-LGBT","Religious","Conservative","White","Christian"
R_3meINDzDqz5r66D,"Smart ","Open-minded ","Factual ","Pro-Common Good","Ignorant","Religious","Racist","Old"
R_3qmbPMRg8Aodizv,"diversity","tolerant","education ","opportunity","Christian","White","Conservative","Rich"
R_8AhekjuarndCawd,"Poor","Young","Female","Urban","Rich ","White ","Religious ","Old"
R_2PcdeUuUvUAHrhh,"Liberal","Male","Young","Hispanic","Christian","Conservative","Middle-class","White"
R_1o740Q4WJn2Tzti,"Liberal","Liberal","Liberal","Liberal","Racist ","Religious ","Homophobic ","Rich"
R_e2p0Nbmckj37iaF,"Liberal ","Democrat ","Male ","Middle-class","racist","homophobic","anti-intellectual","close-minded"
R_8ekc4ahS8z4Hpv7,"Liberal","Liberal","Liberal","Liberal","White ","Christian ","Middle-aged ","Male"
R_9zuMyUTCb0ibuuN,"Educated","Liberal","Female","Young","White","Male","Straight","Christian"
R_WpWEdIqiQM3sPpD,"Politically liberal","Socially liberal","Open-minded","Educated","Religious community","Pro-life","Hard working","Family"
R_1meo6uKiiAQ8Del,"Soft ","Pussy ","Weak  and ","Pansies","Xenophobic","Racist","Homophobic","Sexist"
R_3fdWAaTYllC4EG6,"Liberals","Open-minded","Intellectuals","Compassionate","Conservative","Patriotic","White","Christian"
R_a62sSb4LqsyXKkt,"Liberal","Intellectual","Independent","Female","White ","Christian ","Conservative ","Male"
R_1eF9jLDryAj7hPw,"Liberal ","Democrat ","Fiscally responsible ","For the environment","White","Male","Older than ","Mean-spirited"
R_O0yJxib13q1Dotj,"Liberals ","Poor ","Female ","Old","Old","Rich","White","Male"
R_bdrBWyOCANwjDiR,"Change-oriented","Open-minded","Liberal","Intelligent","God fearing ","Patriotic ","Self-reliant ","Pro-market"
R_4T3dZhBAXuCmUVn,"Liberal","Anti-American","","","Conservative","White","Middle aged","Male"
R_yEHzubZqvK2VUWd,"Liberal","Intelligent","Committed","Ineffective","Rich Because Republicans are typically more financially successful than Democrats","Religious Because Republicans typically have more religious beliefs than Democrats","Conservative Because Republicans typically have more conservative beliefs than Democrats","White Because Republicans typically have white skin than Democrats"
R_1FKBE87fnVAOQjC,"Liberal","Pro-Choice","Pro-Immigration","Pro-Education","Religious ","Conservative ","Rural ","Old"
R_1exTWxqAv7ISC49,"Intellectuals","Liberals","Poor people","Young people","Wealthy ","White ","Male ","Christian"
R_a62f5O5omMqpFqJ,"Liberal ","Anti-war ","Pro-choice ","Intelligent","Conservative","Christian","White","Male"
R_2w4TCESS6FyWys5,"Open-minded -- sometimes to a fault","Receptive to change -- accepting of the need to make adjustments to old and new ideas","Pragmatic -- appreciating what works and what does not","Idealistic -- believing that government can be a force for good","Ignorant","Selfish","Racist","Greedy"
R_2v7i4pDJpkQpzR4,"Liberal","Compassionate","Intelligent","Progressive","Conservative","Republican","White","Christian"
R_7OqEkzBFzjizNjL,"Pro-abortion","Pro-gay marriage","Pro-welfare","Pro-gun control","Conservative","Fiscal","Religion","Conservative"
R_1IiObzAzMRxTNBv,"Liberal","Open-minded","Intelligent","Caring","Patriotic","Conservative","Christian","Racist"
R_SJjF5HtK1El7Xxf,"Liberal ","Intelligent ","Non-religious ","Idealistic","Conservative","Independent","Open-minded","Religious Christian"
R_bBg96iFuY79sHB3,"People who are poor, oppressed, or lower-working class","People who are uneducated or anti-intellectual","People who are morally loose or permissive"," People who are dependent on the government for their livelihood","I'm not sure.","I think they are just as confused as I am.","They are actually really nice people.","They are less liberal than Democrats."
R_egj956NyzkOoHhb,"Environmentalist ","Understanding ","Open-minded ","Young","Conservative ","Christian ","White ","Male"
R_bgyzkTP5O8E1Nxn,"Liberal ","Intelligent ","Pro-Civil Rights ","Pro-Choice","Racist ","Homophobic ","Bigoted ","Close-minded"
R_9S1Oa1u0oiAbKkZ,"Poor","Female","Uneducated","Black, Hispanic, or Jewish","Rich","White","Straight","Male"
R_cOVoUMXPV2uqGSF,"Uninformed","Nave","Ignorant","Weak","White ","Male ","Older ","Christian"
R_114weHs6vBsjMap,"Pro-choice","Liberal","Supportive of gay rights","Pro-equality","Racist","Close-minded","Ignorant","Religious"
R_1EZrqEyjXQrHMDC,"Poor","Stupid ","Dependent ","Vulnerable","Fiscal conservativism","Religious conservatism","Anti-abortion","Anti-universal health care"
R_2PtdiTJSnrXgLLS,"liberal","educated","global","caring","White or Caucasian","Old","Poor","Rural"
R_8GgW8RogpOD0U8h,"Liberal ","Female ","Poor ","Middle-Aged","Racist","Religious","Rich","Old The survey was conducted in the summer of "
R_Z4PurbP9FRuCMfv,"Liberal","Progressive","Activist","Civil Rights","Hateful","Racist","Ignorant","Cowardly"
R_5bUxq1okK1zlQeR,"Lazy","intolerant","agenda","narrow-minded","Religious","White","Conservative","Wealthy"
R_2wMjSK8UE7YRoYm,"Liberal","Open-Minded","Intellectual","College Educated","Conservative","Patriotic","Christian","Republican"
R_3VN0Ml8itYTskIJ,"Working ","Poor ","Black ","Woman","Conservative ","Law and Order","Patriotic ","Religious"
R_9RcMww7WxDCDC1n,"Liberal ","Democrat ","Female ","Middle-class","Ignorant","Racist","Religious","Old-Fashioned"
R_sGXeVebwDM929sB,"Liberal","Female","Educated","Middle-class","Stuck in the past","Bigots","Closed-minded","Religious zealots"
R_3JIN2hljxgGIvjg,"Intellectual","Progressive","Liberal","Forward-thinking","Uneducated","Racist","Stupid","Religious"
R_2qmTT7qfPyZf518," Liberal – I believe in liberal thought. The word liberal means 'not limited, not restricted.' I consider myself a liberal. I believe in the concept of equality. I believe in giving everyone a chance at life, liberty and the pursuit of happiness. I believe in everyone's right to live their lives freely. I believe in the rights of every American to have access to a quality education. I believe in the rights of every American to be treated fairly, regardless of race, gender, ethnicity, sexual orientation, religion, etc. I believe in the right of every American to good, affordable, accessible health care.","","","","Conservative","Anti-abortion","Pro-business","Religious"
R_xu2k4zTvxfPKNNf,"Liberal","Intelligent","Young","Female","Racist  ","Homophobic  ","Ignorant  ","Narrow-minded"
R_5u9skCbFoCloADz,"Stupid ","Incompetent ","Selfish ","Liberal","White","Male","Overweight","Middle-aged"
R_21uJURdz9zfKeiS,"Liberal","Young","Female","Left-leaning","Rich","White","Old","Religious"
R_3k0rBekgQ2kNnBP,"African-American ","Young ","Female ","Immigrant ","Very Conservative ","Straight ","White ","Male"
R_3mhsFLXDJP0hGcd,"Liberals","Democrats","Young people","Women","Religious","Rich","Old","White"
R_vqr9B3m8UmVixvb,"Diverse","Progressive","Understanding","Liberal","Ignorant ","Racist ","Closed-minded ","Non-progressive"
R_3OxOcFU6f8Np9yd,"People who like abortion","People who like the poor","People who like giving away money","People who like gays","Racist","Homophobic","Misogynistic","Xenophobic"
R_1C1GN5KGtP9qgCP,"Non-racist","Accepting of gays","Pro-choice","Feminist","Definitely Straight","Conservative","Outside of the City","Incredibly Religious"
R_OrEDGJT1BWZ2bol,"Enslaved by the past","Fearful of the future","Suspicious of others","Fearful of change","Fearful of Change","Resentful","Misogynistic","Greedy"
R_1lu8EqkjAOhrjcU,"Realist","Pragmatic","Fact-based","Emotionally balanced","Stupid ","Racist ","Homophobic ","Christian"
R_1LG1NMpzNbxhrmQ,"Female","Young","Educated","Liberal","Hate ","Racists ","Morally Corrupt ","Contentious"
R_5hAKNnYlosyyV6d,"I believe in the power of government to help people","I am an activist","I want to make the world a better place","I am more concerned with social justice than with individual freedom","Conservative","Religious","White","Older"
R_3hcjlf862hUMmJk,"Liberal or left-wing","Educated","Young","Urban","Intelligent","Wealthy","Traditional","Conservative"
R_1ZX6CtGVMPlMQzX,"Pro-choice","Pro-environment","Pro-LGBT","Pro-immigrant","Dogmatic ","Racist ","Homophobic ","Conservative"
R_1LLGwXesWCeLX89,"Openminded","Liberal","Intelligent","Socially aware","Conservative","Religious","Rich","White"
R_ZKmakNi5mofARfb,"Poor people who want to be less poor","Young people who want to be older","Black people who want to be white","Women who want to be men","White","Politically conservative","Christian","Rich"
R_4Uyvpo8G3r6rPfv,"Liberal","Poor","Young","Female","Men","Conservative","Christian","Patriotic"
R_21cUSwjHvlBvFDR,"Intelligent","Liberal","Support Social Welfare","Support Environmentalism","Rich People who are not rich tend to support the Democratic Party","White People who are not white tend to support the Democratic Party","Christian People who are not Christian tend to support the Democratic Party","Superstitious People who are not superstitious tend"
R_UAQqJf2pu712lMZ,"Liberal","Intelligent","North-Eastern","Young","Right-wing","Conservative","Racist","Religious"
R_2uCb4IKuG4LFltb,"Surrender","Submission","Coercion","Weakness","Angry ","Racist ","Homophobic ","Ignorant"
R_1FezxwDXp1HEtl0,"Liberal","Supportive","Open-minded","Intelligent","Christian","Conservative","Middle-class","White"
R_2f2wq2ISdgfOrtZ,"Liberal ","Democrat ","Hispanic ","Female","Rich","White","Old","Male"
R_3rM3gO3XLxFl2p0,"People who worship government","People who worship themselves","People who worship others","People who know government","Rich white people","Either generally male or female","Gun nuts","Homophobes"
R_1dc3FZtnLioh40K,"Liberal","Liberal","Liberal","Liberal","Rich, white, male, sexist, religious, uneducated, old, conservative, xenophobic, homophobic, racist, economically ignorant","Poor, uneducated, white, sexist, religious, xenophobic, homophobic, racist, economically ignorant, socially conservative","",""
R_QbHOBDBJGimewcV,"Progressive","Liberal","Intelligent","Democrat","Racist ","Homophobic ","Sexist ","Religious"
R_29tqBPP4VQsDIgs,"Liberals","Democrats","Democrats","Democrats","White","Male","Christian","Conservative"
R_4JjNWhIDZqbWwed,"Liberal","Progressive","Democrat","Social","Christian","Conservative","Racist","Homophobic"
R_238DqvAOuUpajt3,"Social welfare","Liberal","Progressive","Thoughtful","Homophobes","Racists","Jesus freaks","Ayn Rand worshipers"
R_3fE1ZBGna9xlo3D,"Liberal/progressive","Open-minded/tolerant","Intellectual","For the poor/working class","Religious ","Right-wing ","Conservative ","White"
R_1l0OlM7BbSrqRs5,"Poor people ","Gay people ","Immigrants ","People of color","Religious ","Compassionate ","Moralistic ","Conservative When I am asked to write down four words that typically describe people who support the Democratic Party"
R_8IXUygaV2943p4h,"Sensitive","Liberal","Intelligent","Non-racist","Racist","Conservative","Religious","Homophobic"
R_1Ol5RSdYD7TJsJO,"Intelligent ","Liberal ","Democratic ","Young","Poor","Racist","Uneducated","Easily manipulated/fear-based"
R_3DjvmO36vAakGpn,"Liberal","Young","Female","Independent","conservative","god fearing","self-sufficient","patriotic"
R_3LZuW7H6tep6rIO,"Social justice","Equality","Peace","Empathy","Religious ","Conservative ","White",""
R_2PuKvw47qPsAWrO,"Trusting in the government","Carefree about their future","Naive about the world","Indulgent in their spending","White","Christian","Old","Rich"
R_DeFOLy8c67aUudP,"Middle-class","Liberal","Young","Female","Religious ","Old ","White ","Conservative"
R_cZ2iWGCnIbFO6SF,"People who want free stuff","People who believe that other people owe them","Low-information voters","People who fall for the liberal media","God fearing ","Strong conservative ","Patriotic ","Right wing"
R_rpQ2WBEbQj5Paq5,"Liberal","Female","Middle-class","Young","Conservative","Racist","Greedy","Religious"
R_2roS8L9sz9ST4Ay,"Liberal","","Young","","Religious","Conservative","Middle-aged","Middle class"
R_ZyqVuTEQyRkOmTn,"Uninformed","Pro-abortion","Liberal","Anti-Second Amendment","White","Non-Hispanic","Religious","Male"
R_2wMG1wtQPIxBkjR,"Non-Christians","Non-Americans","Those that support gay rights","Those that are pro-choice","Conservative  ","Violent  ","Racist  ","Religious"
R_2txkOtfBvj49YYB,"Liberal","Um, other...","I don't know.","Sorry.","White","Male","Older","Conservative"
R_Xvqls0pwquT2wnv,"Liberal","","","Left-wing","Conservative ","Straight ","White ","Male"
R_cwmMBJ6nf1grNTn,"Atheist","Communist","Socialist","Liberal","Politically Inept ","Ignorant ","Racist ","Repressive"
R_8qQdkperULNvbeJ,"Atheists","Homosexuals","Liberals","Feminists","Conservative","Male","White","Rich"
R_1o6Yh4sRz2CR9VW,"Liberal","Open-minded","Diversity","Progressive","Religious ","Old ","Racist ","Bigots"
R_1Klt9BLSCGsvsps,"Liberal","Democrat","Male","Middle-aged","Religious Fundamentalists","Poor","Racist","Anti-Democrat against all things Democratic"
R_ePcXyfsm4NyQ8gl,"Liberals","Uneducated","Young and/or old","Poor","Religious ","White ","Suburban ","Conservative"
R_2AEwNa7whpbJ2W5,"Women","Upper-class","Liberal","Old","Men","Over the age of ","White","Christian"
R_6zmREAgPQsqjQeV,"Anti-gun","Pro-abortion","Pro-gay","Socialist","Straight white males","Straight white males","Straight white males","Straight white males"
R_7QFy65saYmHgdfL,"Liberal","Poor","Pro-choice","Female","Men","White","Rich","Old"
R_6lBAIf92h7LMzFH,"Liberal","Weak","Government","Social programs","Conservative","Religious","Patriotic","Pro-business"
R_3CVCCQCthBx4PkU,"Liberal","Intellectual","Young","Educated","Homophobic ","Racist ","Oblivious ","Anti-Science"
R_0rE3TzzPaDGJSpT,"People who are liberal","People who are Democrats","Hispanics","Young people","Racist ","Right Wing ","Religious ","Conservative"
R_bQlV5tvvGYKK0Hr,"People who believe in social justice ","People who believe in civil rights ","People who believe in human rights ","People who are compassionate","Bigoted ","Racist ","Homophobic ","Dumb"
R_9AlX0dtXtGIHSnz,"Liberal","Liberal","Liberal","Liberal","Racist ","Dogmatists ","Religious ","Conservative"
R_3DbnU0yebhO5Ey1,"Liberal","Empathetic","Intelligent","Charitable","Conservative ","Religious ","Married ","Middle Class"
R_2Cy6TEwU3wRSI99,"Liberal","Progressive","Leftist","Democrat","Religious","Rich","White","Conservative"
R_1GBroujFw9zyQSt,"Poor","Young","Intelligent","Liberal","Religious","Conservative","White","Racist"
R_zYmYxIBEOwZCnwl,"Pro-homosexual","Pro-abortion","Pro-affirmative action","Pro-big government","Conservative  ","Patriotic  ","Religious  ","Hardworking"
R_8Ci3onMgrNWzsfX,"Liberal ","Liberal ","Liberal ","Liberal","Conservative ","Christian ","Racist ","Old"
R_3qsKnRwLTdVMJ8x,"People who want the government to take care of them  ","People who want the government to take care of people who cannot take care of themselves","People who want the government to take care of everyone  ","People who think the government knows best","Conservative","Racist","Evangelical Christian","White"
R_1mwQsCHkO7obto1,"Liberal","Wealthy","","Woman","Christian","Conservative","Straight","White"
R_32J9RjoPVcsIySs,"Liberal ","Female ","Affirmative Action ","Anti-War ","Bigoted ","Greedy ","Selfish ","Ignorant"
R_12Q2a5TGgWaixgf,"People who are for Civil Rights ","People who are Liberal ","People who are Socialist ","People who are Young","Hates black people","Hates Hispanics","Hates women","Racist"
R_3qPulL1wAHU9onq,"Women","Minorities African-Americans","Young people","Minorities African-Americans","Racist ","Ignorant ","Conservative ","Religious"
R_cSb5vuQIj9FcmhL,"People who are willing to work hard to help others","People who want to see everyone have the same opportunities to succeed","People who value equality","People who try to look at all angles of an issue before forming an opinion","Conservative","Religious","Male","Middle-aged"
R_2EcWkZRVbGKr1eG,"Liberal              ","Compassionate              ","Intelligent              ","Progressive","Conservative","Upper-class","Older","White"
R_33ptwlp4Li1MZCI,"Progressive ","Poor ","Black ","Urban","Conservative Christian","White","Male","Young"
R_2SdGmUsn1XUBl2q,"Liberal","Young","Female","Middle Class","Conservative","Religious","Old","Rich or upper class"
R_5mu0inJzkUzsdqB,"Male ","Young ","Rich ","Liberal","Middle-class","Protestant","Educated","Honest"
R_33ptwEI6XxIF6XU,"Liberal","Middle-class","Male","Young","Rich ","Religious ","Racist  ","Old again"
R_abG5Z0Iqz7IH4S9,"Uninformed","Stupid","In denial","Ignorant","Older than me","White","Christian","Male"
R_9zsv3nebRaL2wrb,"Liberals ","Progressives ","Left-wingers ","Democrats","Religious","Conservative","White","Male"
R_1eIFkc6C88txjdl,"Permissive","Nave","Weak","Irrational","Straight White Christian Male","Anti-Immigration","Pro-War","Anti-Gay"
R_2WZNSzDfnhzVBrt,"Smart","Independent","Intelligent","Young","Racist ","Homophobic ","Stupid ","Religious"
R_1rPLD0bcHdf2xbp,"More compassionate","More sensitive","More tolerant","More accepting","Racist","Homophobic","Rich","Religious"
R_a97TJ2N9NbfWRWl,"Liberal","Female","Young","Educated","White","Male","Old","Narrow minded"
R_ahjiMPIW8WaVxm5,"Liberal","Educated","Young","Open-minded","Uneducated","Racist","Ignorant","Misogynistic"
R_2uCYRGGexPWJ9CS,"Liberal ","Progressive ","Democrat ","Liberal","Conservative","Christian","Intelligent","Racist"
R_1LzU2b6dAOcujtj,"Pro-life","Conservative","Liberal","Female","Racist","Misogynist","Ignorant","Out of touch with reality"
R_d0v3xACGs8u3kyx,"Young ","Educated ","Female ","Liberal ","Racist","Ignorant","Homophobic","Misogynistic"
R_1OC4EHU3qxqNaLE,"Liberal ","Elitist ","Socialist ","Alienated","Heterosexual","Male","White","Middle-aged"
R_3XgXRANhbvjFns9,"College educated","Wealthy","Young","Female","Racist","Homophobic","Old-Fashioned","Ignorant"
R_21tYZ3DCcBV7CGu,"Progressives","Idealists","Intellectuals","Activists","Christian","Conservative","Caucasian","Heterosexual"
R_1FJv2i9LvRNJeKL,"Politically-correct","People who are clueless about the economics of free markets","People who are tolerant of the intolerant","People who are brainwashed by government schools","Angry","Racist","Homophobic","Violent"
R_cFULib8n3SepDSJ,"Helpful","Honest","Friendly","Good","Religious ","White ","Conservative ","Redneck"
